date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
3/15/2020 21:46,choc_chip_eyes,,0,0,4,Super anxious. Going for a run and will see how far my brain wants to take me.,,,,1.23931E+18,https://twitter.com/choc_chip_eyes/status/1239307017896026112
3/15/2020 21:42,jhalvers1,drmatthewmurphy,0,0,2,Awesome idea! It will remove stress for so many individuals—children and adults—in this anxious time! https://twitter.com/drmatthewmurphy/status/1238946983546667014 …,,,,1.23931E+18,https://twitter.com/jhalvers1/status/1239306063217856513
7/28/2020 20:47,GamesRedDeer,,27,172,426,PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? pic.twitter.com/45a6EF3ixr,,,,1.28821E+18,https://twitter.com/GamesRedDeer/status/1288214494167158784
3/15/2020 21:31,ChiefPeggTFS,,1,41,123,"Feeling anxious or scared are normal&healthy responses to an abnormal situation like #COVID19toronto, but please don’t panic. Seek out and follow accurate, professional advice. https://www.toronto.ca/home/covid-19/ is that source. We are a resilient city. @cityoftoronto @epdevilla @bradrossTO – at City of Toronto",,@cityoftoronto @epdevilla @bradrossTO,#COVID19toronto,1.2393E+18,https://twitter.com/ChiefPeggTFS/status/1239303271782678530
3/15/2020 21:28,dumbgotherin,,0,0,4,guys i really wish this corona virus stuff wasn’t real but it is and it’s something nobody has experienced and i am an anxious mess how do i stop feeling crushing nervousness constantly,,,,1.2393E+18,https://twitter.com/dumbgotherin/status/1239302597883936769
3/15/2020 21:26,cindy8000,maggieNYT,0,0,1,This makes me more anxious https://twitter.com/maggieNYT/status/1239300510735310848 …,,,,1.2393E+18,https://twitter.com/cindy8000/status/1239301934122704903
3/15/2020 21:22,TheCinemaSieve,,2,0,1,"just realized I haven't moved from my couch in hours and got really anxious and sad, someone tell me something funny/good about your day",,,,1.2393E+18,https://twitter.com/TheCinemaSieve/status/1239301019030388736
3/15/2020 21:19,Yasminaa_d,,0,0,6,Imagine being someone who gets anxious being at home all day & now you fr have no choice but to be AT HOME. luv it,,,,1.2393E+18,https://twitter.com/Yasminaa_d/status/1239300175375499267
3/15/2020 21:13,nammm8989,,0,0,5,How does one perform assays on zoom? Asking for an anxious student whom is taking research credit,,,,1.2393E+18,https://twitter.com/nammm8989/status/1239298637731110912
3/15/2020 21:03,Ash8156,realDonaldTrump,0,0,5,Was reminded in church today of Philippians: “Do not be anxious but in all things be prayerful.” https://twitter.com/realDonaldTrump/status/1238599369466753026 …,,,,1.2393E+18,https://twitter.com/Ash8156/status/1239296274047868929
3/15/2020 20:58,jposhaughnessy,,1,2,31,"2/ making sure that other family members are doing the same. Some additional precautionary items may also be in order. For example, knowing if your blood oxygen levels are normal could prevent getting frightened if you're anxious or give a warning that things may require a",,,,1.23929E+18,https://twitter.com/jposhaughnessy/status/1239294912736223233
3/15/2020 20:53,vegan_bohemian,,0,0,0,"I’ve been so anxious that I decided to make chocolate chip cookies They didn’t help Everybody loved them though #vegan #vegansofig #veganfoodshare #veganchocolatechipcookies @Athens, Georgia https://www.instagram.com/p/B9xLUZdDYzd/?igshid=1ou2q4hqma3dc …",,@Athens,#vegan #vegansofig #veganfoodshare #veganchocolatechipcookies,1.23929E+18,https://twitter.com/vegan_bohemian/status/1239293552577806336
3/15/2020 20:45,kelliwellii,OUChristie,1,0,1,thank you! We’re debating going but we have 24 hr. I’d feel guilty and also anxious if i go I think I’m looking into adding more home gym equipment as we speak lol,,,,1.23929E+18,https://twitter.com/kelliwellii/status/1239291736842620928
3/15/2020 20:42,BRlARAMS,,0,0,4,Im done shopping. This anxious and frantic ass behavior y’all are on is starting to become OD,,,,1.23929E+18,https://twitter.com/BRlARAMS/status/1239290878507855872
3/15/2020 20:38,Kaitruggiero,,1,0,3,I feel anxious about the impact #coronavirus will have on people less privileged. I’m currently expected to go to work where I’ll contribute to the spread home to #student & #teacher families. I’m afraid for what will happen to the city’s undocumented families. #CloseTheSchools,,,#coronavirus #student #teacher #CloseTheSchools,1.23929E+18,https://twitter.com/Kaitruggiero/status/1239289818783322113
3/15/2020 20:35,themalegrande_,,0,0,1,i love how open minded and caring @ArianaGrande is to everyone about the virus. she understands how panicked and anxious everyone is and wants to help them but showing support and encouraging them to try to stop it.,,@ArianaGrande,,1.23929E+18,https://twitter.com/themalegrande_/status/1239289148873342976
3/15/2020 20:35,julemindbody,,0,0,0,"I AM HERE TO SUPPORT YOU FEELING #Isolated : #Anxious : #Depressed Contact me to schedule an in-person or virtual #therapy session. SHARE with loved ones who are suffering & needs to process, connect, & heal. #mentalhealth #gethelp #youarenotalone #weareallconnectedpic.twitter.com/n8czs36l3N",,,#Isolated #Anxious #Depressed #therapy #mentalhealth #gethelp #youarenotalone #weareallconnectedpic,1.23929E+18,https://twitter.com/julemindbody/status/1239289119769010180
3/15/2020 20:24,SomeCallMeCoach,,0,0,0,The thought that they could limit the number of people in labor & delivery at the hospital in the coming weeks is the current item we’re anxious about in this house. Woo.,,,,1.23929E+18,https://twitter.com/SomeCallMeCoach/status/1239286413889339405
3/15/2020 20:18,queenkatelyn1,,0,0,3,this is an anxious food service industry worker’s nightmare,,,,1.23928E+18,https://twitter.com/queenkatelyn1/status/1239284902299926529
3/15/2020 20:15,Ghigliotty,NoNameBrands,2,0,0,In anxious times no name provides some respite,,,,1.23928E+18,https://twitter.com/Ghigliotty/status/1239284136541593606
3/15/2020 20:10,CuddlyClover,,0,0,1,"As soon as I figured it out he appeared with a gun and told the group I was with to put our hands up. Instantly I knew this was a trap to kill me and it faded to black before a bunch of people started fighting. I eagerly watched to see my fate but woke up, alone and anxious",,,,1.23928E+18,https://twitter.com/CuddlyClover/status/1239282741771825152
3/15/2020 20:09,MariaRSmith,,0,0,1,"I see you. Worried. Anxious. Wondering what show will fall next. I'm right there with you. Let's keep smiling, hoping, living life as best we can together. Peace be with you guys. @InterContinental San Diego https://www.instagram.com/p/B9xGY4_HU6C/?igshid=ou4fru42inti …",,@InterContinental,,1.23928E+18,https://twitter.com/MariaRSmith/status/1239282707357523969
3/15/2020 20:02,deverscm,,3,0,6,When I'm anxious I bake. Third day in the last four that I have whipped something up. Banana chocolate chip for my baby boy while we are on lockdown pic.twitter.com/y1FtOyjGiq,,,,1.23928E+18,https://twitter.com/deverscm/status/1239280947637489672
7/28/2020 20:47,GamesRedDeer,,27,172,426,PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? pic.twitter.com/45a6EF3ixr,,,,1.28821E+18,https://twitter.com/GamesRedDeer/status/1288214494167158784
3/15/2020 20:02,theDudeofWV,,1,0,0,"This upcoming Friday I’m scheduled to address the @WVSOM Board of Governors. I’m not the nervous sort, but I’m certainly anxious. I’m 100% invested in @WVSOM and it’s mission. That’s why I’m speaking, to sound the alarm.",,@WVSOM @WVSOM,,1.23928E+18,https://twitter.com/theDudeofWV/status/1239280800723542023
3/15/2020 20:02,JackieMarushka,,2,11,28,"Feeling anxious? Try this: Breathe in slowly for 5 beats, hold for 2 beats, exhale slowly for 6 beats, hold for 2. Repeat for 5-10 cycles. Your breath (shallow or deep) impacts your heart rate. Focused breath work is proven to reduce anxiety. Give it a try. Share if it helps. pic.twitter.com/3MbBUEPtF5",,,,1.23928E+18,https://twitter.com/JackieMarushka/status/1239280744998014981
3/15/2020 19:50,carolynpfox,ashleycdye,0,1,10,All the positive feedback is helping as this crew works long hours during anxious times. https://twitter.com/ashleycdye/status/1239276092332093442 …,,,,1.23928E+18,https://twitter.com/carolynpfox/status/1239277791616684034
3/15/2020 19:49,Jamesvelectric2,VenusStacia,1,0,7,You're not the only one who's feeling so anxious. I had that too yesterday when went shopping and there's many crowds and out of stock items gave me a panic attack. So no worries Goddess ^^,,,,1.23928E+18,https://twitter.com/Jamesvelectric2/status/1239277609030205447
3/15/2020 19:44,vidiot_,espiers,0,0,1,"Oddly, I'm not generally anxious and never had a panic attack before 2016, but have had one this week + a couple times when I was on the edge but pulled back.",,,,1.23928E+18,https://twitter.com/vidiot_/status/1239276295898480641
3/15/2020 19:43,Fool_n_Fukry,,0,0,0,"What is up with folks and toilet tissue?? Like I told a family member that was getting anxious over finding some, as long as you have soap & running water, you will be OK!! @Houston, Texas https://www.instagram.com/p/B9xDUXQJRL3/?igshid=1qzlh9v5pt9ju …",,@Houston,,1.23928E+18,https://twitter.com/Fool_n_Fukry/status/1239275961985753088
3/15/2020 19:42,sarahtrimble4,,0,0,1,This whole social distancing thing is amazing. I’m at the mall and my socially anxious butt is way less likely to have a panic attack right now,,,,1.23928E+18,https://twitter.com/sarahtrimble4/status/1239275720087609345
3/15/2020 19:34,chrishofley,JimWatsonOttawa,0,2,4,"Listen up and #StayTheFHome. As always, DMs are open if you’re anxious, feeling isolated, need some help finding resources or just want to talk sports. Be well, all. #coronavirus #ottawa #SocialDistancing #SocialDistancingNowhttps://twitter.com/JimWatsonOttawa/status/1239257579634786306 …",,,#StayTheFHome #coronavirus #ottawa #SocialDistancing #SocialDistancingNowhttps,1.23927E+18,https://twitter.com/chrishofley/status/1239273719580811265
3/15/2020 19:29,iamryanbrun,,0,0,3,Damn with the virus it sucks that I’m gonna have to cancel all the stuff I’m too anxious to go to,,,,1.23927E+18,https://twitter.com/iamryanbrun/status/1239272648418476036
3/15/2020 19:27,IAmKrishanPatel,embernic,1,0,1,Thank you! I'm so worried for my grandparents because my paternal grandmother has brain cancer and my maternal grandparents live in New Rochelle. This is all making me feel so anxious for them.,,,,1.23927E+18,https://twitter.com/IAmKrishanPatel/status/1239271940688240640
3/15/2020 19:22,_liyahhnicole,,0,0,0,I don’t like change sometimes... everything that’s going on right now is making me feel anxious,,,,1.23927E+18,https://twitter.com/_liyahhnicole/status/1239270804329844743
3/15/2020 19:13,decease_card,,1,0,0,I FEEL KINDA ANXIOUS BC I HAVE A FEELING MY FAVES DIANA OR RUBY LEFT MY TOwn pic.twitter.com/SgrPy7jBAh,,,,1.23927E+18,https://twitter.com/decease_card/status/1239268563279581184
3/15/2020 19:10,Marina__Ferrer,,1,1,1,"Anxious cleaning before my exam, but since I’m not at my house, @aubreystrobel rly benefiting from the anxiety.",,@aubreystrobel,,1.23927E+18,https://twitter.com/Marina__Ferrer/status/1239267642487250945
3/15/2020 18:55,FUTP60Arizona,,0,0,0,"A coronavirus reading guide for the perplexed, the anxious, and the obsessive https://www.vox.com/2020/3/14/21175124/coronavirus-outbreak-covid-19-what-to-read-essential-reading-guide …pic.twitter.com/LETRbGNH10",,,,1.23926E+18,https://twitter.com/FUTP60Arizona/status/1239264051831517184
3/15/2020 18:46,icametogetfunky,,0,0,2,2/2 anxious&picking the skin on her fingers. She handed it to her and saw her eyes light up. She decided it had great energy and gave it to her client to keep. & THATS THE KIND OF POSITIVE ENERGY WE NEED TO BE SPREADING!! Look out for each other. #kindnessisfree #stopbeinggreedy,,,#kindnessisfree #stopbeinggreedy,1.23926E+18,https://twitter.com/icametogetfunky/status/1239261754313469952
3/15/2020 18:46,SarahReevesXX,,0,0,0,Anxious to see how online courses go this week. I have very low hopes. Lol,,,,1.23926E+18,https://twitter.com/SarahReevesXX/status/1239261643869208577
3/15/2020 18:44,icametogetfunky,,1,0,3,"1/2 Last week before we went to a show my friend was feeling anxious. I handed her my little agate that I keep in my coat pocket to hold. Forgot all about it, I have a bunch, she went home with it. She called me yesterday and told me she has a client in therapy that has been",,,,1.23926E+18,https://twitter.com/icametogetfunky/status/1239261183091150848
3/15/2020 18:43,julieladanan,,1,0,3,"Long thread. Apologies for the soliloquy. Just wanted to say...to all of you who are anxious, you are not alone. We will get through this together, come what may. Keep safe. Wash your hands. Practice social distancing. And don’t forget to smile and keep on living. #covid19",,,#covid19,1.23926E+18,https://twitter.com/julieladanan/status/1239261034357174274
3/15/2020 18:41,JakeAFarmer,,0,0,13,"“Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God. And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.” - Philippians 4:6-7 pic.twitter.com/FHQ75Jrgjo",,,,1.23926E+18,https://twitter.com/JakeAFarmer/status/1239260476535701504
3/15/2020 18:38,MoriahHathaway,,0,2,18,It’s really hard for someone who bites their nails when they feel anxious to stop touching their face during a pandemic.,,,,1.23926E+18,https://twitter.com/MoriahHathaway/status/1239259760781922307
7/28/2020 20:47,GamesRedDeer,,27,172,426,PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? pic.twitter.com/45a6EF3ixr,,,,1.28821E+18,https://twitter.com/GamesRedDeer/status/1288214494167158784
3/15/2020 18:28,MariaVaghani,,0,0,0,"@NYCMayor the city is calm right now. But tomorrow we are going back to work. Anxious, but we have to appear dedicated. We know life would not end, coronavirus would pass, and we are anxious that speaking up would hurt our future. Tomorrow we are going to work, so does COVID-19",,@NYCMayor,,1.23926E+18,https://twitter.com/MariaVaghani/status/1239257297060233217
3/15/2020 18:28,msannagrace,YoungMindsUK,0,1,8,"Anxious about coronavirus? Remind yourself what’s true, focus on what you CAN control, mentally close the door on spiraling thoughts—I tell myself “stop it.” All of this takes practice. Rd article for tips you can use over & over in life. Stay safe, mindful & kind, friends. https://twitter.com/YoungMindsUK/status/1239143070605750272 …",,,,1.23926E+18,https://twitter.com/msannagrace/status/1239257221147615232
3/15/2020 18:25,truckerbecky,RobElvington,1,1,1,I drove over Donner Pass Summit 300+ times a year! I still get that anxious tension when it flurries here in the east,,,,1.23926E+18,https://twitter.com/truckerbecky/status/1239256438096244743
3/15/2020 18:19,abbypolanco,,1,0,3,i got really anxious thinking about the arizona primary this coming tuesday. how are we gonna practice social distancing if certain polling places have tremendous long lines???,,,,1.23925E+18,https://twitter.com/abbypolanco/status/1239254842750595072
3/15/2020 18:12,cherrym0use,,0,0,0,I’m sorta of the opinion that it’s probably better to go NOW in case things get worse later and then we aren’t able to? But idk. I am feeling guilty and anxious but I’m not really sure why.,,,,1.23925E+18,https://twitter.com/cherrym0use/status/1239253055943704576
3/15/2020 18:07,IkpemesiO,goldenpolaroid,0,0,0,"depends, who asking? If you can feel comfortable claiming your space and doing what you got to do. Then yeah. But if you get anxious or are self conscious, maybe start by taking a walk. Doing some positive affirmations &building yourself up so the gym don’t destroy your energy.",,,,1.23925E+18,https://twitter.com/IkpemesiO/status/1239251955031117825
3/15/2020 18:00,rianrenee_15,,0,0,4,In case y’all wanna know what it’s like to be me: I’ve literally spent the last hour HUNGRY AF wanting crawfish but so freaking anxious about eating alone that I won’t get dressed & just go.,,,,1.23925E+18,https://twitter.com/rianrenee_15/status/1239250159231553536
3/15/2020 17:59,GlitterDeville,,0,0,0,Anxious lil alien (that kinda looks like @travisbarker lmao) I in paradise for a go-with-the-flow walk-in thanks for the trust zach_does_stuff ! #goodvibes #positivevibes #extraterrestrial #outterspace… https://www.instagram.com/p/B9w3g_plYJz/?igshid=c8wty8x2inv7 …,,@travisbarker,#goodvibes #positivevibes #extraterrestrial #outterspace,1.23925E+18,https://twitter.com/GlitterDeville/status/1239250002951667713
3/15/2020 17:58,debbiebidwell2,,2,0,12,My kids this morning asked me a ton of questions about the amount of work they’ll be doing while at home. They’re feeling anxious about moving to e-learning! pic.twitter.com/WJZUqyOnzI,,,,1.23925E+18,https://twitter.com/debbiebidwell2/status/1239249524104847365
3/15/2020 17:48,sfry2k,carolynmichelle,0,0,2,I’ll be anxious to see what you think. I often wonder if an adult male in his 50s is part of Nintendo’s demographic analysis. But here I am! #Nintendo #AnimalCrossing,,,#Nintendo #AnimalCrossing,1.23925E+18,https://twitter.com/sfry2k/status/1239247022902743046
3/15/2020 17:48,coachroecker,,1,0,3,"coaches... we are the doers; the ones that have the answers. We are used to having a plan and executing it, but with this we are fighting an opponent that is unprecedented and unpredictable. I’m sitting here anxious for our athletes missing out on their education/athletic",,,,1.23925E+18,https://twitter.com/coachroecker/status/1239247010517188608
3/15/2020 17:47,victoria_evelyn,,1,0,0,"Not only am I anxious about this pandemic because I have older parents - one with underlying health conditions - but I’m anxious for myself. If anyone would catch this virus, I would be me, and you’d know that if you know me. I catch EVERYTHING. Additionally, I have asthma.",,,,1.23925E+18,https://twitter.com/victoria_evelyn/status/1239246889381507075
3/15/2020 17:44,PamKeithFL,,39,447,1990,"Never, not one time, during Obama’s presidency did I lose sleep or get anxious because I was afraid he was making decisions to hurt the American people. Even when I disagreed with some of his choices, I always believed he was acting in good faith. I miss that sooo much.",,,,1.23925E+18,https://twitter.com/PamKeithFL/status/1239246035169488898
3/15/2020 17:42,Victor_TDK,,0,0,1,"if you see me crying to the gospel version of let it be from across the universe today, i won’t even front and tell you to mind your business, i’m going thru it y’all my heart is heavy and anxious but it’s with you, friends we’re still here so much love",,,,1.23925E+18,https://twitter.com/Victor_TDK/status/1239245590644633602
3/15/2020 17:42,jjinsf,jbartonmezzo,0,0,2,Great thread on self care in these anxious times from @jbartonmezzo ranging from meditation to cat-cuddling to @CharoCuchiCuchi ‘s hand-washing tips. #StayTheFHome #coronavirushttps://twitter.com/jbartonmezzo/status/1239240042419310599 …,,@jbartonmezzo @CharoCuchiCuchi,#StayTheFHome #coronavirushttps,1.23925E+18,https://twitter.com/jjinsf/status/1239245574131478528
